Disaster_Number,Incident_Type,Application_Title,DCC,Damage_Category,Project_Size,County,State_Code,Project_Amount,Federal_Share_Obligated,Total_Obligated,declaration_date,obligated_date
1909,Severe Storm(s),"NAFMM30 - Central WWTP - 13,800V Swithgear",F,Public Utilities,Small,Davidson,TN,25298.19,22768.37,22768.37,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NABCR03 - Emergency Protective Measures - Juvenile Just,B,Protective Measures,Small,Davidson,TN,419.36,377.42,377.42,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NABTD26 - DRY CREEK WWTP EPM,B,Protective Measures,Small,Davidson,TN,12087.49,10878.74,10878.74,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NABMM31 - Central WWTP - Emergency Protective Measures,B,Protective Measures,Large,Davidson,TN,176948.5,159253.65,159253.65,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAEMM04 - Bio Solids Admin Building #50 - Contents,E,Public Buildings,Large,Davidson,TN,89552.56,80597.31,80597.31,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAETD07 - Equipment Building (aka - Compost Equip Bldg),E,Public Buildings,Small,Davidson,TN,337.5,303.75,303.75,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAEPL20 - Maintenance Building and Contents,E,Public Buildings,Small,Davidson,TN,15823.48,14241.14,14241.14,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAFMB35 - McCory Creek Sewer Pump Station,F,Public Utilities,Large,Davidson,TN,2091800.29,1882620.26,1882620.26,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAERW02 - CONTENTS -EQUIPMENT,E,Public Buildings,Large,Davidson,TN,348253.17,313427.86,313427.86,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NAERW04 - UNDERGROUND FUEL TANK,E,Public Buildings,Small,Davidson,TN,34005.89,30605.3,30605.3,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),NAEMM19 - CONTENTS - PARTS DEPT. INVENTORY,E,Public Buildings,Large,Davidson,TN,867246.55,780521.89,780521.89,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),"NABSD14 - EMERGENCY PROTECTIVE MEASURES, CLEAN UP & TEM",B,Protective Measures,Large,Davidson,TN,150854.82,135769.34,135769.34,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NABRE03 - Dry Creek WWTP EPM,B,Protective Measures,Large,Davidson,TN,1033385.26,930046.74,930046.74,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NAFTD10 - Ferric Chloride Building & Contents,F,Public Utilities,Small,Davidson,TN,41894.17,37704.76,37704.76,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NAELC23 - Raw Water Intake Bldg - K R Harrington WTP,E,Public Buildings,Large,Davidson,TN,465984.1,419385.7,419385.7,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAEHR4 - NFD Station 39,E,Public Buildings,Small,Davidson,TN,53554.21,48198.79,48198.79,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NABMM27 - 2 Lime Fee System Units - Filter Building - K,B,Protective Measures,Small,Davidson,TN,10713.24,9641.91,9641.91,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAFMM28 - Central WWTP - Process Center Tank Drainage,F,Public Utilities,Small,Davidson,TN,16604.45,14944.01,14944.01,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAELC13 - Maintenance Building  -  K R Harrington WTP,E,Public Buildings,Small,Davidson,TN,20642.1,18577.89,18577.89,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAEFK02 - Central WWTP - South Primary Pipe Gallery,E,Public Buildings,Small,Davidson,TN,33749.9,30374.91,30374.91,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NAFMM29 - Central WWTP - Chlorine Site & Building,F,Public Utilities,Small,Davidson,TN,145.08,130.57,130.57,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NABTA02 - Biosolids Plant - Clean up of Buildings & Gro,B,Protective Measures,Large,Davidson,TN,454823.15,409340.83,409340.83,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),"NAEPL20 - CONTENTS (OFFICE AND SHOP FURNITURE, EQUIPMEN",E,Public Buildings,Large,Davidson,TN,716537.18,644883.46,644883.46,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NAGCW27 - Sand Bunkers and Irrigations system on golf c,G,Recreational or Other,Large,Davidson,TN,314005.21,282604.69,282604.69,2010-05-04 04:00:00+00:00,2017-05-12 17:54:55+00:00
1909,Severe Storm(s),NAECS32 - METRO MUNICIPAL AUDITORIUM,E,Public Buildings,Small,Davidson,TN,4268.28,3841.45,3841.45,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NABMM14 - Route Services Building - Emergency Protectiv,B,Protective Measures,Small,Davidson,TN,63009.88,56708.89,56708.89,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NAELC21 - Sludge Treatment (Solids) Bldg - K R Harringt,E,Public Buildings,Large,Davidson,TN,390871.85,351784.67,351784.67,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAEMM15 - Route Services Building - Contents,E,Public Buildings,Small,Davidson,TN,1200.79,1080.71,1080.71,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NABRE01 - Central Biosolids Plant - Temporary Belt Filt,B,Protective Measures,Large,Davidson,TN,572384.21,515145.79,515145.79,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NAELC11 - WATER PROCESSING / FILTER BUILDING,E,Public Buildings,Large,Davidson,TN,10491586.33,9442427.7,9442427.7,2010-05-04 04:00:00+00:00,2011-03-14 20:40:19+00:00
1909,Severe Storm(s),NAELC15 - Generator Building - K R Harrington Water Tre,E,Public Buildings,Small,Davidson,TN,59961.63,53965.47,53965.47,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NABLC26 - KR Harrington Water Treatment Plant - EPM,B,Protective Measures,Small,Davidson,TN,2452.17,2206.96,2206.96,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAFMM40 - Bio Solids Effluent Pump Station #15 Hot Hous,F,Public Utilities,Small,Davidson,TN,20501.53,18451.38,18451.38,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAELC17 -  Electrical Switchgear Bldg -  K R Harrington,E,Public Buildings,Large,Davidson,TN,638776.58,574898.92,574898.92,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NSEBF02 - Schermerhorn Symphony Build-Back,E,Public Buildings,Large,Davidson,TN,11764921.19,10588429.07,10588429.07,2010-05-04 04:00:00+00:00,2011-03-14 20:40:19+00:00
1909,Severe Storm(s),NAFTA09 - Building 45 - Boiler and Compressor Rooms Sys,F,Public Utilities,Large,Davidson,TN,342345.56,308111.0,308111.0,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAETD06 - Digester Building & Contents,E,Public Buildings,Large,Davidson,TN,392716.91,353445.22,353445.22,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAERG04 - Office Contents - Juvenile Court Clerk,E,Public Buildings,Large,Davidson,TN,247397.2,222657.48,222657.48,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAEHR41 - Information Technology Services (ITS) - Conte,E,Public Buildings,Small,Davidson,TN,4359.96,3923.96,3923.96,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),NAEM05 - SMALL BUSES (PARATRANSIT VAN),E,Public Buildings,Large,Davidson,TN,1064334.79,957901.31,957901.31,2010-05-04 04:00:00+00:00,2013-05-28 20:26:16+00:00
1909,Severe Storm(s),NABFF32 - Emergency Protective Measures : Police Depart,B,Protective Measures,Large,Davidson,TN,2907580.04,2616822.04,2616822.04,2010-05-04 04:00:00+00:00,2011-07-09 01:47:20+00:00
1909,Severe Storm(s),"NSEMS01 - May 27 through December 31, 2010",E,Public Buildings,Large,Davidson,TN,143535.98,129182.39,129182.39,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),NAFTD23 - EQ Basin & Contents,F,Public Utilities,Large,Davidson,TN,77694.29,69924.86,69924.86,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAERW09 - BUILDINGS AND CONTENTS - CLEANUP AND DEMOLITI,E,Public Buildings,Large,Davidson,TN,1930451.29,1737406.16,1737406.16,2010-05-04 04:00:00+00:00,2011-03-14 20:40:19+00:00
1909,Severe Storm(s),NAERW03 - CONTENTS - ADVERTISING SIGNS,E,Public Buildings,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NABHR42 - EPM - Portable Toilets,B,Protective Measures,Small,Davidson,TN,299.1,269.19,269.19,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NABLF08 - Donated Resources: Office of Emergency Mgmt,B,Protective Measures,Large,Davidson,TN,671289.29,604160.36,604160.36,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),NAESD15 - (MTA)RECORD DOCUMENTS STABILIZATION,E,Public Buildings,Large,Davidson,TN,1597608.86,1437847.98,1437847.98,2010-05-04 04:00:00+00:00,2011-03-14 20:40:19+00:00
1909,Severe Storm(s),NAEMR03 - MTA Bus Wash Building,E,Public Buildings,Large,Davidson,TN,142186.43,127967.79,127967.79,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),"NAEMR08 - Bio Solids WWTP - Building 75 - Fats, Oils, G",F,Public Utilities,Large,Davidson,TN,147823.57,133041.22,133041.22,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAFTA06 - Bio Solids WWTP - Building 80 - Recirculating,F,Public Utilities,Large,Davidson,TN,157935.1,142141.6,142141.6,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAFTA07 - Building 35 - Bio Solids WWTP - Dissolve Air,F,Public Utilities,Small,Davidson,TN,35414.73,31873.25,31873.25,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAFTA12 - Flares - Building 46 - Bio Solids WWTP,F,Public Utilities,Large,Davidson,TN,114001.52,102601.38,102601.38,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAETD01 - Plant Primary Electrical Distribution,E,Public Buildings,Large,Davidson,TN,3370933.65,3033840.28,3033840.28,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAFTA10 - Bio Solids WWTP - Regenerative Thermal Oxidiz,F,Public Utilities,Large,Davidson,TN,147068.46,132361.61,132361.61,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAEPL17 - Main Office Building Contents,E,Public Buildings,Small,Davidson,TN,3881.67,3493.5,3493.5,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAFTA03 - Bio Solids Admin Building 50,F,Public Utilities,Large,Davidson,TN,316105.06,284494.55,284494.55,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAFTA04 - Building 60 - Solids Processing Bldg - Bio So,F,Public Utilities,Large,Davidson,TN,864661.18,778195.06,778195.06,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAFTA11 - Truck Loading Building 65 - Bio Solids WWTP,F,Public Utilities,Large,Davidson,TN,167687.69,150918.92,150918.92,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAFTD26 - Site and Tunnels,F,Public Utilities,Large,Davidson,TN,149833.75,134850.37,134850.37,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAETD22 - Digested Sludge Storage Tank (DSST) Building ,E,Public Buildings,Large,Davidson,TN,144822.9,130340.62,130340.62,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAETD24 - Primary Treatment System and Contents,E,Public Buildings,Large,Davidson,TN,140527.57,126474.81,126474.81,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAETD02 - Blower Building & Contents,E,Public Buildings,Large,Davidson,TN,143102.1,128791.89,128791.89,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAETD04 - Chlorine Building (including Chlorination Con,E,Public Buildings,Small,Davidson,TN,23504.42,21153.98,21153.98,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),"NAFTA05 - Building 40 - Anaerobic Digesters #1, #4, #5",F,Public Utilities,Large,Davidson,TN,2603436.86,2343093.17,2343093.17,2010-05-04 04:00:00+00:00,2011-03-14 20:40:19+00:00
1909,Severe Storm(s),NAFAM15 - Reservoir tank and pumphouse - Oak Hills,F,Public Utilities,Small,Davidson,TN,3985.03,3586.53,3586.53,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAETD11 - Filter Bldg and Contents,E,Public Buildings,Large,Davidson,TN,204662.4,184196.16,184196.16,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAETD14 - Grit Building,E,Public Buildings,Large,Davidson,TN,322448.06,290203.26,290203.26,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NAFTD28 - Secondary Treatment and Contents,F,Public Utilities,Large,Davidson,TN,11100405.55,9990365.0,9990365.0,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),"NAETD16 - Wet Weather Pump Station, Influent Pump Stati",E,Public Buildings,Large,Davidson,TN,395861.04,356274.93,356274.93,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NACWM79 - Roads,C,Roads and Bridges,Small,Davidson,TN,8956.0,8060.4,8060.4,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NACT225 - Roads,C,Roads and Bridges,Small,Davidson,TN,38462.41,34616.17,34616.17,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),DAAAP03 - Single Family Dwelling,A,Debris Removal,Large,Davidson,TN,373433.32,336089.99,336089.99,2010-05-04 04:00:00+00:00,2012-01-12 03:03:30+00:00
1909,Severe Storm(s),DAAAP05 - Single Family Dwelling,A,Debris Removal,Large,Davidson,TN,120990.05,108891.04,108891.04,2010-05-04 04:00:00+00:00,2012-04-26 16:15:57+00:00
1909,Severe Storm(s),DAAAP04 - Single Family Dwelling,A,Debris Removal,Large,Davidson,TN,236315.8,212684.22,212684.22,2010-05-04 04:00:00+00:00,2012-01-30 18:27:54+00:00
1978,Severe Storm(s),LL05,E,Public Buildings,Small,Davidson,TN,1399.88,1049.91,1049.91,2011-05-09 04:00:00+00:00,2011-08-11 17:55:34+00:00
1978,Severe Storm(s),GOJMB04,B,Protective Measures,Small,Davidson,TN,5626.82,4220.12,4220.12,2011-05-09 04:00:00+00:00,2011-08-11 17:55:34+00:00
1978,Severe Storm(s),LL04,A,Debris Removal,Large,Davidson,TN,62956.47,47217.35,47217.35,2011-05-09 04:00:00+00:00,2011-08-24 01:18:20+00:00
1978,Severe Storm(s),BMJMA05,A,Debris Removal,Small,Davidson,TN,10053.91,7540.43,7540.43,2011-05-09 04:00:00+00:00,2011-08-24 01:18:20+00:00
1978,Severe Storm(s),OHJMA07,A,Debris Removal,Small,Davidson,TN,62461.62,46846.22,46846.22,2011-05-09 04:00:00+00:00,2011-09-10 01:01:17+00:00
1978,Severe Storm(s),MGJMA09,A,Debris Removal,Small,Davidson,TN,10005.33,7504.0,7504.0,2011-05-09 04:00:00+00:00,2011-09-10 01:01:17+00:00
1978,Severe Storm(s),MGJMA07,A,Debris Removal,Small,Davidson,TN,4761.77,3571.33,3571.33,2011-05-09 04:00:00+00:00,2011-09-10 01:01:17+00:00
1978,Severe Storm(s),MGJMA08,A,Debris Removal,Small,Davidson,TN,11264.93,8448.7,8448.7,2011-05-09 04:00:00+00:00,2011-09-10 01:01:17+00:00
1978,Severe Storm(s),OHJMA07'SMALL PROJECT NETTING,A,Debris Removal,Small,Davidson,TN,18760.4,14070.3,14070.3,2011-05-09 04:00:00+00:00,2016-02-13 02:00:29+00:00
3217,Hurricane,SHELTERING EVACUEES - HIGHLAND HEIGHTS MIDDLE SCHOOL,B,Protective Measures,Small,Davidson,TN,13625.74,13625.74,14104.68,2005-09-05 04:00:00+00:00,2005-12-12 18:23:14+00:00
3217,Hurricane,"MASS SHELTER, SECURITY,",B,Protective Measures,Large,Davidson,TN,68423.7,68423.7,70794.11,2005-09-05 04:00:00+00:00,2006-04-26 15:49:34+00:00
3217,Hurricane,CITY OF NASHVILLE - TRANSPORTATION / STAFF,B,Protective Measures,Small,Davidson,TN,35027.22,35027.22,36258.43,2005-09-05 04:00:00+00:00,2006-04-13 00:35:31+00:00
4211,Severe Ice Storm,NDASB85 - Debris Removal PAAP,A,Debris Removal,Small,Davidson,TN,6297.89,5353.21,5353.21,2015-04-02 04:00:00+00:00,2015-07-27 18:07:28+00:00
4211,Severe Ice Storm,NDBSB02 - Emergency Protective Measures - Shelter,B,Protective Measures,Small,Davidson,TN,15828.86,11871.65,11871.65,2015-04-02 04:00:00+00:00,2015-08-07 23:30:57+00:00
4211,Severe Ice Storm,NDBSB06-Fairground pipe-furnace /Fire electrical repair,E,Public Buildings,Small,Davidson,TN,3736.27,2802.2,2802.2,2015-04-02 04:00:00+00:00,2015-08-07 23:30:56+00:00
4211,Severe Ice Storm,NDBSB01 - Emergency Operation Center,B,Protective Measures,Small,Davidson,TN,42514.72,31886.04,31886.04,2015-04-02 04:00:00+00:00,2015-08-07 23:30:56+00:00
4211,Severe Ice Storm,NDDSB02 - Water Mains & Roof Damage,D,Water Control Facilities,Small,Davidson,TN,82535.37,61901.53,61901.53,2015-04-02 04:00:00+00:00,2015-08-07 23:30:56+00:00
4211,Severe Ice Storm,NDBSB05 Nashville-Davidson Police-Fire,B,Protective Measures,Small,Davidson,TN,98187.01,73640.26,73640.26,2015-04-02 04:00:00+00:00,2015-08-07 23:30:56+00:00
4211,Severe Ice Storm,NDESB03 - School Roofs,E,Public Buildings,Large,Davidson,TN,327661.91,245746.43,245746.43,2015-04-02 04:00:00+00:00,2015-08-22 00:38:10+00:00
4211,Severe Ice Storm,NDBRR02 Emergency Services,B,Protective Measures,Small,Davidson,TN,21750.71,16313.03,16313.03,2015-04-02 04:00:00+00:00,2015-08-22 00:38:10+00:00
4476,Tornado,136065 - APP CERT - MNAA - Emergency Protective Measure,B,Protective Measures,Small,Davidson,TN,11131.1,8348.33,8348.33,2020-03-05 05:00:00+00:00,2020-06-27 03:11:35+00:00
4476,Tornado,137754 - Emergency Protective Measure-Fire Dept,B,Protective Measures,Large,Davidson,TN,132352.23,99264.17,99264.17,2020-03-05 05:00:00+00:00,2020-07-01 23:49:53+00:00
4476,Tornado,138256 - Security _ St John AME _ SELF CERT,B,Protective Measures,Small,Davidson,TN,3467.0,2600.25,2600.25,2020-03-05 05:00:00+00:00,2020-07-24 06:03:32+00:00
4476,Tornado,136710 - Building: Meigs Middle School - Metro Nashvill,E,Public Buildings,Large,Davidson,TN,1052793.5,789595.12,789595.12,2020-03-05 05:00:00+00:00,2020-08-07 02:28:37+00:00
4476,Tornado,136067 - MNAA - Chemical Spill Remediation,A,Debris Removal,Large,Davidson,TN,1000000.0,750000.0,750000.0,2020-03-05 05:00:00+00:00,2020-09-04 23:50:32+00:00
4476,Tornado,136704 - Debris Removal County Wide DPW,A,Debris Removal,Large,Davidson,TN,4209443.62,3157082.72,3157082.72,2020-03-05 05:00:00+00:00,2020-10-09 20:10:46+00:00
4476,Tornado,"136706 - APP CERT Signage, sidewalks and alleys",C,Roads and Bridges,Small,Davidson,TN,75101.46,56326.1,56326.1,2020-03-05 05:00:00+00:00,2020-11-19 22:43:51+00:00
4476,Tornado,137619 - Emergency Protective Measures - East End Unite,B,Protective Measures,Large,Davidson,TN,182878.38,137158.79,137158.79,2020-03-05 05:00:00+00:00,2020-12-05 03:40:14+00:00
4476,Tornado,136713 - App Cert -Communications,F,Public Utilities,Small,Davidson,TN,27318.05,20488.54,20488.54,2020-03-05 05:00:00+00:00,2020-12-05 03:40:14+00:00
4550,Severe Storm(s),157426 - Small Cert -Metro Police Dept EMP,B,Protective Measures,Small,Davidson,TN,99150.73,74363.05,74363.05,2020-07-09 04:00:00+00:00,2020-12-05 03:38:07+00:00
4476,Tornado,"136066 - MNAA - Temporary, Rental Office Trailer",B,Protective Measures,Small,Davidson,TN,50000.0,37500.0,37500.0,2020-03-05 05:00:00+00:00,2020-12-19 19:14:58+00:00
4550,Severe Storm(s),149505 - EPM-Fire Dept./ General Serv,B,Protective Measures,Small,Davidson,TN,44698.34,33523.76,33523.76,2020-07-09 04:00:00+00:00,2021-01-23 03:32:46+00:00
4476,Tornado,137206 - DR 4476 TN -  Donelson Christian Academy -  Haza,A,Debris Removal,Small,Davidson,TN,35644.64,26733.48,26733.48,2020-03-05 05:00:00+00:00,2021-02-09 00:01:53+00:00
4476,Tornado,137755 - EPM Nashville Public Schools Small CertIficati,B,Protective Measures,Small,Davidson,TN,96095.65,72071.74,72071.74,2020-03-05 05:00:00+00:00,2021-02-13 03:35:47+00:00
4550,Severe Storm(s),149507 - Traffic Signals and Signs small cert,C,Roads and Bridges,Small,Davidson,TN,15170.74,11378.06,11378.06,2020-07-09 04:00:00+00:00,2021-02-13 03:40:22+00:00
4550,Severe Storm(s),149504 - Debris Removal from Various Dept,A,Debris Removal,Large,Davidson,TN,801512.44,601134.33,601134.33,2020-07-09 04:00:00+00:00,2021-03-07 23:20:47+00:00
4550,Severe Storm(s),149509 - Tennis court and boardwalk,G,Recreational or Other,Small,Davidson,TN,78333.92,58750.44,58750.44,2020-07-09 04:00:00+00:00,2021-03-07 23:20:47+00:00
4476,Tornado,160139 - Dept of Public Works,A,Debris Removal,Large,Davidson,TN,2361811.88,1771358.91,1771358.91,2020-03-05 05:00:00+00:00,2021-03-17 19:58:13+00:00
4476,Tornado,152099 - DR 4476- EEUNC- Repairs to Fencng,G,Recreational or Other,Small,Davidson,TN,27843.0,20882.25,20882.25,2020-03-05 05:00:00+00:00,2021-04-03 15:38:32+00:00
4476,Tornado,137749 - Debris Removal from other Depts.,A,Debris Removal,Large,Davidson,TN,250430.6,187822.95,187822.95,2020-03-05 05:00:00+00:00,2021-04-22 15:57:59+00:00
4550,Severe Storm(s),149510 - Roof damages to schools and other depts,E,Public Buildings,Small,Davidson,TN,101158.75,75869.06,75869.06,2020-07-09 04:00:00+00:00,2021-05-08 18:32:16+00:00
