Disaster_Number,Incident_Type,Application_Title,DCC,Damage_Category,Project_Size,County,State_Code,Project_Amount,Federal_Share_Obligated,Total_Obligated,declaration_date,obligated_date
1909,Severe Storm(s),BMARO29 - Debris Removal,A,Debris Removal,Small,Davidson,TN,2124.65,1912.19,1912.19,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NACLF09 - Park Road off Vaughn Road,C,Roads and Bridges,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2011-01-07 19:05:58+00:00
1909,Severe Storm(s),NDCTM12 - Storm Drain,C,Roads and Bridges,Small,Davidson,TN,7744.6,6970.14,6970.14,2010-05-04 04:00:00+00:00,2011-01-09 02:39:53+00:00
1909,Severe Storm(s),NAGLF01 - Harpeth Youth Soccer Field Bridge,G,Recreational or Other,Large,Davidson,TN,1706.96,1536.27,1536.27,2010-05-04 04:00:00+00:00,2011-01-26 05:01:50+00:00
1909,Severe Storm(s),NACLW37 - Roads,C,Roads and Bridges,Small,Davidson,TN,12029.2,10826.28,10826.28,2010-05-04 04:00:00+00:00,2010-12-09 22:08:38+00:00
1909,Severe Storm(s),NDCJT10 - Box Culvert,C,Roads and Bridges,Small,Davidson,TN,15443.67,13899.3,13899.3,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NDCJT05 -  Driveway Culvert,C,Roads and Bridges,Small,Davidson,TN,8710.89,7839.8,7839.8,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NAFTF03 - Manhole (6),F,Public Utilities,Small,Davidson,TN,2650.46,2385.41,2385.41,2010-05-04 04:00:00+00:00,2010-10-26 04:05:34+00:00
1909,Severe Storm(s),NACLW38 - Roads,C,Roads and Bridges,Small,Davidson,TN,11879.14,10691.23,10691.23,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NDCJT11 - Stone Headwall,C,Roads and Bridges,Small,Davidson,TN,17711.35,15940.22,15940.22,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NDCTM11 - Headwall,C,Roads and Bridges,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NDCJT03 - Culvert,C,Roads and Bridges,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACWR18 - Roads,C,Roads and Bridges,Small,Davidson,TN,13245.71,11921.14,11921.14,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACLW34 - Roads,C,Roads and Bridges,Large,Davidson,TN,50981.35,45883.21,45883.21,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),"SABST21 -Emergency Protective Measures, Back up Genera",B,Protective Measures,Small,Davidson,TN,1118.84,1006.96,1006.96,2010-05-04 04:00:00+00:00,2010-12-09 22:08:38+00:00
1909,Severe Storm(s),SAEST20 - Hickman County Community Hospital,E,Public Buildings,Small,Davidson,TN,4033.53,3630.18,3630.18,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),LSEJM50 - Modular Classroom #3,E,Public Buildings,Small,Davidson,TN,29334.06,26400.65,26400.65,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),LSEJM53 - Modular Classroom # 4,E,Public Buildings,Small,Davidson,TN,29334.06,26400.65,26400.65,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NAECC48 - Metropolitan Nashville Public Schools,E,Public Buildings,Small,Davidson,TN,2436.93,2193.24,2193.24,2010-05-04 04:00:00+00:00,2011-01-09 02:39:53+00:00
1909,Severe Storm(s),GOFJG13 - Solid Waste Containers,F,Public Utilities,Small,Davidson,TN,3196.0,2876.4,2876.4,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NACWR55 - Roads,C,Roads and Bridges,Small,Davidson,TN,2816.39,2534.75,2534.75,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),GOAJG10 - Citywide Debris Collection,A,Debris Removal,Large,Davidson,TN,80331.96,72298.76,72298.76,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),SAECW11 - Imperial House Annex,E,Public Buildings,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),MEEAM07 - Ted Rhodes Golf Clubhouse/Cart Barn,E,Public Buildings,Small,Davidson,TN,1000.0,900.0,900.0,2010-05-04 04:00:00+00:00,2011-01-21 05:21:31+00:00
1909,Severe Storm(s),NAECC56 - Metropolitan Nashville Public School - Main,E,Public Buildings,Small,Davidson,TN,2657.34,2391.61,2391.61,2010-05-04 04:00:00+00:00,2011-01-15 20:06:25+00:00
1909,Severe Storm(s),NAECC50 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,106.11,95.5,95.5,2010-05-04 04:00:00+00:00,2011-01-09 02:39:53+00:00
1909,Severe Storm(s),LSEJM51 - Modular Classroom #1,E,Public Buildings,Small,Davidson,TN,26834.06,24150.65,24150.65,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),LSEJM52 - Modular Classroom #2,E,Public Buildings,Small,Davidson,TN,29334.06,26400.65,26400.65,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),BMERO26 - Boiler Replacement,E,Public Buildings,Small,Davidson,TN,24404.29,21963.86,21963.86,2010-05-04 04:00:00+00:00,2011-02-01 03:13:46+00:00
1909,Severe Storm(s),NDBFF07 - Emergency Protective Measure (Fire Department,B,Protective Measures,Large,Davidson,TN,284870.95,256383.86,256383.86,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NABFF23 - Emergency Protective Measures: Emergency Medi,B,Protective Measures,Small,Davidson,TN,51158.09,46042.28,46042.28,2010-05-04 04:00:00+00:00,2010-12-18 03:21:53+00:00
1909,Severe Storm(s),NAGLF10 - Rubber Mulch Washed off Playground,G,Recreational or Other,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2010-12-18 03:21:53+00:00
1909,Severe Storm(s),NAGLF11 - Deep Wells Picnic Area in Percy Warner,G,Recreational or Other,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2011-01-07 19:05:58+00:00
1909,Severe Storm(s),NAECC49 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,2269.76,2042.79,2042.79,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAECC46 - Metropolitan Nashville Pubilc Schools - Main,E,Public Buildings,Small,Davidson,TN,712.51,641.26,641.26,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAECC65 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,1320.46,1188.42,1188.42,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAECC64 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,2577.91,2320.12,2320.12,2010-05-04 04:00:00+00:00,2011-01-21 05:21:31+00:00
1909,Severe Storm(s),NAECC59 - Nashville Metropolitan Public Schools - Main,E,Public Buildings,Small,Davidson,TN,72.26,65.03,65.03,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAECC21 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,83.24,74.92,74.92,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAECC60 - Metropolitan Nashville Public Schools ,E,Public Buildings,Small,Davidson,TN,1534.49,1381.04,1381.04,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAETD18 - Dry Creek WWTP - Main Office Building,E,Public Buildings,Small,Davidson,TN,31043.66,27939.29,27939.29,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAEMM08 - Automatic Vehicle Locator (AVL),E,Public Buildings,Large,Davidson,TN,179406.78,161466.1,161466.1,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),GOCJG20 - Street and Road,C,Roads and Bridges,Small,Davidson,TN,3850.0,3465.0,3465.0,2010-05-04 04:00:00+00:00,2010-12-05 06:04:15+00:00
1909,Severe Storm(s),NAECC41 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,4968.93,4472.04,4472.04,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),GOCJG16 - Bridge Approaches,C,Roads and Bridges,Small,Davidson,TN,8233.4,7410.06,7410.06,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),CMEST05 - Ford Theater,E,Public Buildings,Large,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),LSARO35 - Ball Field Debris,A,Debris Removal,Small,Davidson,TN,4155.97,3740.37,3740.37,2010-05-04 04:00:00+00:00,2011-01-26 05:01:50+00:00
1909,Severe Storm(s),LSBRO37 - Donated Resources,B,Protective Measures,Large,Davidson,TN,108906.66,415.59,415.59,2010-05-04 04:00:00+00:00,2011-01-26 05:01:50+00:00
1909,Severe Storm(s),LSERO38 - 2 Story School Classroom Building,E,Public Buildings,Small,Davidson,TN,26553.92,23898.53,23898.53,2010-05-04 04:00:00+00:00,2011-01-26 05:01:50+00:00
1909,Severe Storm(s),LSGRO40 - Ball Fields and Equipment,G,Recreational or Other,Small,Davidson,TN,31006.8,27906.12,27906.12,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),LSERO36 - Contents of 4 Modular Classrooms,E,Public Buildings,Small,Davidson,TN,23358.46,21022.62,21022.62,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACWR74 - Roads,C,Roads and Bridges,Small,Davidson,TN,5585.28,5026.75,5026.75,2010-05-04 04:00:00+00:00,2011-01-27 04:48:18+00:00
1909,Severe Storm(s),NACWR97 - Roads,C,Roads and Bridges,Small,Davidson,TN,1336.38,1202.74,1202.74,2010-05-04 04:00:00+00:00,2011-01-26 05:01:50+00:00
1909,Severe Storm(s),NACWR69 - Roads,C,Roads and Bridges,Small,Davidson,TN,13910.32,12519.29,12519.29,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NACWR94 - Roads,C,Roads and Bridges,Small,Davidson,TN,13141.2,11827.08,11827.08,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NABWM21 - Emergency Protective Measures - Percy Warner,B,Protective Measures,Small,Davidson,TN,5032.31,4529.08,4529.08,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NACWM57 - Roads,C,Roads and Bridges,Small,Davidson,TN,36910.43,33219.39,33219.39,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NABWM20 - Emergency Protective Measures-2201 Jones,B,Protective Measures,Small,Davidson,TN,2868.0,2581.2,2581.2,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NACWR92 - Roads,C,Roads and Bridges,Small,Davidson,TN,7491.01,6741.91,6741.91,2010-05-04 04:00:00+00:00,2010-12-02 06:31:20+00:00
1909,Severe Storm(s),NAEFF04 -214 North 7th Street (Metro Action Commission),E,Public Buildings,Small,Davidson,TN,1027.08,924.37,924.37,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NACWR67- Roads,C,Roads and Bridges,Small,Davidson,TN,57575.33,51817.8,51817.8,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NACLW50 - Roads,C,Roads and Bridges,Small,Davidson,TN,15204.26,13683.83,13683.83,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACLW52 - Roads,C,Roads and Bridges,Small,Davidson,TN,5801.46,5221.31,5221.31,2010-05-04 04:00:00+00:00,2011-01-26 05:01:50+00:00
1909,Severe Storm(s),NDFJT06 - Culvert,F,Public Utilities,Large,Davidson,TN,63418.22,57076.4,57076.4,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NABSD03 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,320.25,288.23,288.23,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NAESC25 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,4160.63,3744.57,3744.57,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAFAB03 - Driftwood Combined Sewer Overflow,F,Public Utilities,Small,Davidson,TN,1130.79,1017.71,1017.71,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACLW29 - Roads,C,Roads and Bridges,Small,Davidson,TN,21196.38,19076.74,19076.74,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NAEFB05 - Metropolitan Nashville Public Schools -,E,Public Buildings,Small,Davidson,TN,312.6,281.34,281.34,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACM107 - Roads,C,Roads and Bridges,Small,Davidson,TN,26353.81,23718.43,23718.43,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NACWR76 - Roads,C,Roads and Bridges,Small,Davidson,TN,5506.4,4955.76,4955.76,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NACLW99 - Roads,C,Roads and Bridges,Small,Davidson,TN,4429.44,3986.5,3986.5,2010-05-04 04:00:00+00:00,2011-01-26 05:01:50+00:00
1909,Severe Storm(s),NACWR87 - Roads,C,Roads and Bridges,Small,Davidson,TN,1677.24,1509.52,1509.52,2010-05-04 04:00:00+00:00,2011-01-25 05:27:38+00:00
1909,Severe Storm(s),NACWR89 - Roads,C,Roads and Bridges,Small,Davidson,TN,1561.02,1404.92,1404.92,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACWR86 - Roads,C,Roads and Bridges,Small,Davidson,TN,19538.19,17584.37,17584.37,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NACWR88 - Roads,C,Roads and Bridges,Small,Davidson,TN,21305.05,19174.55,19174.55,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NABSD07 - Antioch Community Center Building,B,Protective Measures,Small,Davidson,TN,617.63,555.87,555.87,2010-05-04 04:00:00+00:00,2011-01-25 05:27:38+00:00
1909,Severe Storm(s),NSEBF03 - Building Contents,E,Public Buildings,Large,Davidson,TN,1567862.15,1411075.93,1411075.93,2010-05-04 04:00:00+00:00,2011-03-14 20:40:19+00:00
1909,Severe Storm(s),NABWM17 Emergency Protective Measures: Vaughns Gap Rd,B,Protective Measures,Small,Davidson,TN,5177.08,4659.37,4659.37,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACWR72- Roads,C,Roads and Bridges,Small,Davidson,TN,2079.86,1871.87,1871.87,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACWR91 - Roads,C,Roads and Bridges,Small,Davidson,TN,3789.25,3410.33,3410.33,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NABSD04 - Emergency Protection Measures,B,Protective Measures,Small,Davidson,TN,137.25,123.53,123.53,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACWR90 - Roads,C,Roads and Bridges,Small,Davidson,TN,6930.09,6237.08,6237.08,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACWR93 - Roads,C,Roads and Bridges,Small,Davidson,TN,5171.9,4654.71,4654.71,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACLW36 - Roads,C,Roads and Bridges,Small,Davidson,TN,25137.37,22623.63,22623.63,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NAECC33 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,181.29,163.16,163.16,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACLW62 - Roads,C,Roads and Bridges,Small,Davidson,TN,12953.84,11658.46,11658.46,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NABWR18 - Roads,B,Protective Measures,Small,Davidson,TN,1136.76,1023.08,1023.08,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACWR96 - Roads,C,Roads and Bridges,Small,Davidson,TN,7277.99,6550.19,6550.19,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACLW77 - Roads,C,Roads and Bridges,Small,Davidson,TN,16512.23,14861.01,14861.01,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACLW56 - Roads,C,Roads and Bridges,Small,Davidson,TN,31301.71,28171.54,28171.54,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACW101 - Roads,C,Roads and Bridges,Small,Davidson,TN,3471.65,3124.49,3124.49,2010-05-04 04:00:00+00:00,2011-01-25 05:27:38+00:00
1909,Severe Storm(s),NACLW59 - Roads,C,Roads and Bridges,Small,Davidson,TN,43068.14,38761.33,38761.33,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACLW80 - Roads,C,Roads and Bridges,Small,Davidson,TN,2841.81,2557.63,2557.63,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACWM84 - Roads,C,Roads and Bridges,Small,Davidson,TN,1635.8,1472.22,1472.22,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACB103 - Roads,C,Roads and Bridges,Small,Davidson,TN,1920.12,1728.11,1728.11,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NACM134 - Roads,C,Roads and Bridges,Small,Davidson,TN,4259.29,3833.36,3833.36,2010-05-04 04:00:00+00:00,2010-12-29 02:44:13+00:00
1909,Severe Storm(s),NDBAB01 - Emergency Protective Measures: Metro Water,B,Protective Measures,Small,Davidson,TN,30326.07,27293.46,27293.46,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NACB104 - Roads,C,Roads and Bridges,Small,Davidson,TN,19248.49,17323.64,17323.64,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACB110 - Roads,C,Roads and Bridges,Small,Davidson,TN,30262.14,27235.93,27235.93,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NABFF13 - Emergency Protective Measures (Assessors,B,Protective Measures,Small,Davidson,TN,12770.03,11493.03,11493.03,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NABFF01 - Emer. Protec. Measure (Police) 5/1-6/6/10,B,Protective Measures,Large,Davidson,TN,5816101.93,5234491.74,5234491.74,2010-05-04 04:00:00+00:00,2011-03-14 20:40:19+00:00
1909,Severe Storm(s),MEFAM06 - Mechanical,F,Public Utilities,Large,Davidson,TN,348458.1,313612.29,313612.29,2010-05-04 04:00:00+00:00,2011-01-27 04:48:18+00:00
1909,Severe Storm(s),NAESC09 - Metropolitan Nashville Public Schools -,E,Public Buildings,Small,Davidson,TN,18196.72,16377.05,16377.05,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACR201 - Roads,C,Roads and Bridges,Small,Davidson,TN,9092.58,8183.32,8183.32,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAEM06 - Staff/Support Vehicle,E,Public Buildings,Large,Davidson,TN,189005.94,170105.35,170105.35,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NAEMM14 - Vehicle Vans,E,Public Buildings,Small,Davidson,TN,2421.06,2178.95,2178.95,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),NAEMM18 - Large Transit Buses,E,Public Buildings,Large,Davidson,TN,4127683.14,3714914.82,3714914.82,2010-05-04 04:00:00+00:00,2011-02-26 00:48:11+00:00
1909,Severe Storm(s),NACR184 - Roads,C,Roads and Bridges,Small,Davidson,TN,2025.58,1823.02,1823.02,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NDATM23 - Scotts Creek,A,Debris Removal,Small,Davidson,TN,5454.68,4909.21,4909.21,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NAFLC03 - Waterlines at Creek Crossings & Drainage Ditc,F,Public Utilities,Large,Davidson,TN,178036.92,160233.23,160233.23,2010-05-04 04:00:00+00:00,2011-01-25 05:27:38+00:00
1909,Severe Storm(s),NACB109 - Roads,C,Roads and Bridges,Small,Davidson,TN,13499.38,12149.44,12149.44,2010-05-04 04:00:00+00:00,2011-01-25 05:27:38+00:00
1909,Severe Storm(s),NACR187 - Roads,C,Roads and Bridges,Small,Davidson,TN,14110.8,12699.72,12699.72,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACR182 - Roads,C,Roads and Bridges,Small,Davidson,TN,8244.55,7420.1,7420.1,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAGHR06 - NFD Station 39,G,Recreational or Other,Small,Davidson,TN,174.38,156.94,156.94,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NABRO15 - Metropolitan Nashville Public Schools - Glenn,B,Protective Measures,Small,Davidson,TN,2572.98,2315.68,2315.68,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAERO16 - Metropolitan Nashville Public Schools:,E,Public Buildings,Small,Davidson,TN,877.06,789.35,789.35,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),GOAJG19 - Small Creek at Cartwright Street,A,Debris Removal,Small,Davidson,TN,15500.0,13950.0,13950.0,2010-05-04 04:00:00+00:00,2011-01-20 05:12:02+00:00
1909,Severe Storm(s),GOFLS72 - Mansker Creek Waste Water Pump Station,F,Public Utilities,Small,Davidson,TN,7000.0,6300.0,6300.0,2010-05-04 04:00:00+00:00,2011-01-18 04:03:12+00:00
1909,Severe Storm(s),GOCJG21 - Roads,C,Roads and Bridges,Small,Davidson,TN,45180.41,40662.37,40662.37,2010-05-04 04:00:00+00:00,2011-01-20 05:12:02+00:00
1909,Severe Storm(s),GOBLS61-Moss Wright Park/Emergency Protective Measure,B,Protective Measures,Small,Davidson,TN,15978.36,14380.52,14380.52,2010-05-04 04:00:00+00:00,2011-01-19 19:42:51+00:00
1909,Severe Storm(s),NABRO36 - Metropolitan Nashville Public Schools - West,B,Protective Measures,Small,Davidson,TN,78.9,71.01,71.01,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAERO38 - Metropolitan Nashville Public Schools - Whits,E,Public Buildings,Small,Davidson,TN,361.06,324.95,324.95,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NABSD44 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,68.63,61.77,61.77,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NDEJT30 - Flow Monitors,E,Public Buildings,Small,Davidson,TN,741.06,666.95,666.95,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),GOGLS62 Gravel walk bridge approach/pedestrian bridges,G,Recreational or Other,Small,Davidson,TN,32777.24,29499.52,29499.52,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),GOGLS62 Low Water Bridge,C,Roads and Bridges,Small,Davidson,TN,9194.9,8275.41,8275.41,2010-05-04 04:00:00+00:00,2011-01-21 05:21:31+00:00
1909,Severe Storm(s),NDBJT31 - Emergency Protective Measures for System,B,Protective Measures,Large,Davidson,TN,418990.99,377091.89,377091.89,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NDFTM21 - Culvert,F,Public Utilities,Small,Davidson,TN,58880.6,52992.54,52992.54,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),GOBLS64 - Police Department /Dispatch,B,Protective Measures,Small,Davidson,TN,1200.0,1080.0,1080.0,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),NAERO18 - Metropolatin Nashville Public Schools: ,E,Public Buildings,Small,Davidson,TN,4112.9,3701.61,3701.61,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAERO28 - Metropolitan Nashville Public Schools,E,Public Buildings,Small,Davidson,TN,866.51,779.86,779.86,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACM105 - Roads,C,Roads and Bridges,Large,Davidson,TN,97213.17,87491.85,87491.85,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),GOELS65 - Police Department /Vehicles,E,Public Buildings,Small,Davidson,TN,1000.0,900.0,900.0,2010-05-04 04:00:00+00:00,2011-01-15 20:06:25+00:00
1909,Severe Storm(s),NAERO42  - Metropolitan Nashville Public Schools-Brick,E,Public Buildings,Small,Davidson,TN,78.89,71.0,71.0,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NDFTM34 - Culvert Pipe Endwall with a Wing (Left Side),F,Public Utilities,Small,Davidson,TN,13593.96,12234.56,12234.56,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NACM135 Roads,C,Roads and Bridges,Small,Davidson,TN,3108.78,2797.9,2797.9,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NDCTM32 - Two(2) Culvert CMP's Headwalls,C,Roads and Bridges,Large,Davidson,TN,115988.25,104389.42,104389.42,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
